Device,IP_Address,Site,Device_Type,SSH_Port_22,Status
102-tr-core-1,10.157.2.2,102,cisco_ios,OPEN,Reachable
102-tr-fw-1,10.157.2.12,102,paloalto_panos,OPEN,Reachable
102-tr-fw-2,10.157.2.13,102,paloalto_panos,OPEN,Reachable
102-tr-sp-1,10.4.103.235,102,silverpeak_os,OPEN,Reachable
102-tr-sp-2,10.4.103.236,102,silverpeak_os,OPEN,Reachable
103-idf-asw-1s,10.148.2.3,103,cisco_ios,OPEN,Reachable
103-tr-core-1,10.148.2.2,103,cisco_ios,OPEN,Reachable
103-tr-fw-1,10.148.2.12,103,paloalto_panos,OPEN,Reachable
103-tr-fw-2,10.148.2.13,103,paloalto_panos,OPEN,Reachable
103-tr-sp-1,10.0.15.235,103,silverpeak_os,OPEN,Reachable
103-tr-sp-2,10.0.15.236,103,silverpeak_os,OPEN,Reachable
105-idf-asw-1s,10.0.16.2,105,hp_procurve,OPEN,Reachable
105-starbucks-asw-1,10.0.16.60,105,hp_procurve,OPEN,Reachable
105-tr-core-1,10.74.2.2,105,hp_procurve,OPEN,Reachable
105-tr-fw-1,10.74.2.12,105,paloalto_panos,OPEN,Reachable
105-tr-fw-2,10.74.2.13,105,paloalto_panos,OPEN,Reachable
105-tr-sp-1,10.0.23.235,105,silverpeak_os,OPEN,Reachable
105-tr-sp-2,10.0.23.236,105,silverpeak_os,OPEN,Reachable
106-idf-asw-1,10.0.24.6,106,hp_procurve,OPEN,Reachable
106-tr-asw-1,10.0.24.5,106,hp_procurve,OPEN,Reachable
106-tr-core-1,10.0.24.4,106,hp_procurve,OPEN,Reachable
106-tr-fw-1.,10.0.31.234,106,paloalto_panos,OPEN,Reachable
106-tr-fw-2.,10.0.31.238,106,paloalto_panos,OPEN,Reachable
106-tr-sp-1,10.0.31.235,106,silverpeak_os,OPEN,Reachable
106-tr-sp-2,10.0.31.236,106,silverpeak_os,OPEN,Reachable
108-idf-asw-3,10.0.32.6,108,cisco_ios,OPEN,Reachable
108-tr-core-1,10.0.32.2,108,cisco_ios,OPEN,Reachable
108-tr-fw-1.,10.0.39.238,108,paloalto_panos,OPEN,Reachable
108-tr-fw-2.,10.0.39.237,108,paloalto_panos,OPEN,Reachable
108-tr-sp-1,10.0.39.235,108,silverpeak_os,OPEN,Reachable
108-tr-sp-2,10.0.39.236,108,silverpeak_os,OPEN,Reachable
109-tr-asw-1,10.150.2.2,109,cisco_ios,OPEN,Reachable
109-tr-core-1,10.150.2.1,109,cisco_ios,OPEN,Reachable
109-tr-fw-1.,10.150.2.12,109,paloalto_panos,OPEN,Reachable
109-tr-fw-2.,10.150.2.13,109,paloalto_panos,OPEN,Reachable
110-idf-asw-1s,10.110.2.4,110,cisco_ios,OPEN,Reachable
110-tr-core-1,10.110.2.2,110,cisco_ios,OPEN,Reachable
110-tr-fw-1.,10.110.2.12,110,paloalto_panos,OPEN,Reachable
110-tr-fw-2.,10.110.2.13,110,paloalto_panos,OPEN,Reachable
113-starbucks-1.raleysnt,10.0.56.7,113,hp_procurve,OPEN,Reachable
113-tr-asw-1.raleysnt,10.0.56.3,113,hp_procurve,OPEN,Reachable
113-tr-camera-1.raleysnt,10.0.56.5,113,hp_procurve,OPEN,Reachable
113-tr-camera-2.raleysnt,10.0.56.6,113,hp_procurve,OPEN,Reachable
113-tr-core-1.raleysnt,10.0.56.2,113,hp_procurve,OPEN,Reachable
113-tr-fw-1.,10.0.63.237,113,paloalto_panos,OPEN,Reachable
113-tr-fw-2.,10.0.63.238,113,paloalto_panos,OPEN,Reachable
114-idf-asw-1s,10.151.2.5,114,cisco_ios,OPEN,Reachable
114-tr-core-1,10.151.2.4,114,cisco_ios,OPEN,Reachable
114-tr-fw-1,10.151.2.12,114,paloalto_panos,OPEN,Reachable
114-tr-fw-2,10.151.2.13,114,paloalto_panos,OPEN,Reachable
114-tr-sp-1,10.0.71.235,114,silverpeak,OPEN,Reachable
114-tr-sp-2,10.0.71.236,114,silverpeak,OPEN,Reachable
115-tr-core-1,10.147.2.1,115,cisco_ios,OPEN,Reachable
115-tr-fw-1,10.147.2.12,115,paloalto_panos,OPEN,Reachable
115-tr-fw-2,10.147.2.13,115,paloalto_panos,OPEN,Reachable
115-tr-sp-1,10.0.79.235,115,silverpeak,OPEN,Reachable
115-tr-sp-2,10.0.79.236,115,silverpeak,OPEN,Reachable
117-idf-asw-1s,10.155.2.3,117,cisco_ios,OPEN,Reachable
117-tr-core-1,10.155.2.2,117,cisco_ios,OPEN,Reachable
117-tr-fw-1,10.155.2.12,117,paloalto_panos,OPEN,Reachable
117-tr-fw-2,10.155.2.13,117,paloalto_panos,OPEN,Reachable
117-tr-sp-1,10.0.87.235,117,silverpeak,OPEN,Reachable
117-tr-sp-2,10.0.87.236,117,silverpeak,OPEN,Reachable
120-idf1-asw-1,10.2.128.2,120,cisco_ios,OPEN,Reachable
120-idf2-asw-2,10.2.128.3,120,cisco_ios,OPEN,Reachable
120-tr-core-1,10.2.128.1,120,cisco_ios,OPEN,Reachable
120-tr-fw-1,10.2.128.12,120,paloalto_panos,OPEN,Reachable
120-tr-fw-2,10.2.128.13,120,paloalto_panos,OPEN,Reachable
120-tr-sp-1,10.2.135.235,120,silverpeak,OPEN,Reachable
120-tr-sp-2,10.2.135.236,120,silverpeak,OPEN,Reachable
121-tr-core-1,10.3.0.1,121,cisco_ios,OPEN,Reachable
121-tr-fw-1,10.3.0.12,121,paloalto_panos,OPEN,Reachable
121-tr-fw-2,10.3.0.13,121,paloalto_panos,OPEN,Reachable
121-tr-sp-1,10.3.7.235,121,silverpeak,OPEN,Reachable
121-tr-sp-2,10.3.7.236,121,silverpeak,OPEN,Reachable
122-idf-asw-1,10.2.16.2,122,cisco_ios,OPEN,Reachable
122-tr-asw-2,10.2.16.3,122,cisco_ios,OPEN,Reachable
122-tr-core-1,10.2.16.1,122,cisco_ios,OPEN,Reachable
122-tr-fw-1,10.2.16.12,122,paloalto_panos,OPEN,Reachable
122-tr-fw-2,10.2.16.13,122,paloalto_panos,OPEN,Reachable
122-tr-sp-1,10.2.23.235,122,silverpeak,OPEN,Reachable
122-tr-sp-2,10.2.23.236,122,silverpeak,OPEN,Reachable
123-idf-asw-1,10.3.136.2,123,cisco_ios,OPEN,Reachable
123-idf-asw-2,10.3.136.3,123,cisco_ios,OPEN,Reachable
123-tr-core-1,10.3.136.1,123,cisco_ios,OPEN,Reachable
123-tr-fw-1,10.3.136.12,123,paloalto_panos,OPEN,Reachable
123-tr-fw-2,10.3.136.13,123,paloalto_panos,OPEN,Reachable
123-tr-sp-1,10.3.143.235,123,silverpeak,OPEN,Reachable
123-tr-sp-2,10.3.143.236,123,silverpeak,OPEN,Reachable
124-idf1-asw-1,10.3.176.2,124,cisco_ios,OPEN,Reachable
124-idf2-asw-2,10.3.176.3,124,cisco_ios,OPEN,Reachable
124-tr-core-1,10.3.176.1,124,cisco_ios,OPEN,Reachable
124-tr-fw-1,10.3.176.12,124,paloalto_panos,OPEN,Reachable
124-tr-fw-2,10.3.176.13,124,paloalto_panos,OPEN,Reachable
124-tr-sp-1,10.3.183.235,124,silverpeak,OPEN,Reachable
124-tr-sp-2,10.3.183.236,124,silverpeak,OPEN,Reachable
125-idf-asw-1,10.4.224.3,125,hp_procurve,OPEN,Reachable
125-tr-core-1,10.4.224.2,125,hp_procurve,OPEN,Reachable
125-tr-fw-1,10.4.230.69,125,paloalto_panos,OPEN,Reachable
125-tr-fw-2,10.4.230.70,125,paloalto_panos,OPEN,Reachable
125-tr-sp-1,10.4.230.67,125,silverpeak,OPEN,Reachable
125-tr-sp-2,10.4.230.68,125,silverpeak,OPEN,Reachable
127-idf-asw-1s,10.0.96.3,127,cisco_ios,OPEN,Reachable
127-tr-core-1,10.0.96.2,127,cisco_ios,OPEN,Reachable
127-tr-fw-1,10.0.103.237,127,paloalto_panos,OPEN,Reachable
127-tr-fw-2,10.0.103.238,127,paloalto_panos,OPEN,Reachable
127-tr-sp-1,10.0.103.235,127,silverpeak,OPEN,Reachable
127-tr-sp-2,10.0.103.236,127,silverpeak,OPEN,Reachable
206-tr-asw-1s,10.50.2.3,206,cisco_ios,OPEN,Reachable
206-tr-core-1,10.50.2.2,206,cisco_ios,OPEN,Reachable
206-tr-fw-1 10.50.2.13,10.50.2.13,206,paloalto_panos,OPEN,Reachable
206-tr-fw-2 10.50.2.12,10.50.2.12,206,paloalto_panos,OPEN,Reachable
206-tr-sp-1 10.0.135.235,10.0.135.235,206,paloalto_panos,OPEN,Reachable
206-tr-sp-2 10.0.135.236,10.0.135.236,206,paloalto_panos,OPEN,Reachable
213-tr-asw-1s,10.37.123.2,213,cisco_ios,OPEN,Reachable
213-tr-core-1,10.37.123.1,213,cisco_ios,OPEN,Reachable
213-tr-fw-1,10.37.123.12,213,paloalto_panos,OPEN,Reachable
213-tr-fw-2,10.37.123.13,213,paloalto_panos,OPEN,Reachable
213-tr-sp-1,10.0.143.235,213,silverpeak,OPEN,Reachable
213-tr-sp-2,10.0.143.236,213,silverpeak,OPEN,Reachable
222-idf-asw-1,10.4.200.6,222,cisco_ios,OPEN,Reachable
222-tr-core-1,10.4.200.4,222,hp_procurve,OPEN,Reachable
222-tr-fw-1,10.4.207.14,222,paloalto_panos,OPEN,Reachable
222-tr-fw-2,10.4.207.13,222,paloalto_panos,OPEN,Reachable
222-tr-sp-1,10.4.207.11,222,silverpeak,OPEN,Reachable
222-tr-sp-2,10.4.207.12,222,silverpeak,OPEN,Reachable
228-tr-asw-1,10.70.2.3,228,cisco_ios,OPEN,Reachable
228-tr-core-1,10.70.2.1,228,cisco_ios,OPEN,Reachable
228-tr-fw-1,10.70.2.12,228,paloalto_panos,OPEN,Reachable
228-tr-fw-2,10.70.2.13,228,paloalto_panos,OPEN,Reachable
228-tr-sp-1,10.0.159.235,228,silverpeak,OPEN,Reachable
228-tr-sp-2,10.0.159.236,228,silverpeak,OPEN,Reachable
229-tr-asw-1s,10.35.2.4,229,hp_procurve,OPEN,Reachable
229-tr-cameras-1,10.0.160.5,229,hp_legacy,OPEN,Reachable
229-tr-core-1,10.35.2.2,229,hp_procurve,OPEN,Reachable
229-tr-fw-1,10.35.2.12,229,paloalto_panos,OPEN,Reachable
229-tr-fw-2,10.35.2.13,229,paloalto_panos,OPEN,Reachable
229-tr-sp-1,10.0.167.235,229,silverpeak,OPEN,Reachable
229-tr-sp-2,10.0.167.236,229,silverpeak,OPEN,Reachable
230-idf1-asw-1s,10.76.2.4,230,cisco_ios,OPEN,Reachable
230-idf2-asw-2,10.76.2.5,230,cisco_ios,OPEN,Reachable
230-tr-core-1,10.76.2.2,230,cisco_ios,OPEN,Reachable
230-tr-fw-1,10.76.2.12,230,paloalto_panos,OPEN,Reachable
230-tr-fw-2,10.76.2.13,230,paloalto_panos,OPEN,Reachable
230-tr-sp-1,10.0.175.235,230,silverpeak,OPEN,Reachable
230-tr-sp-2,10.0.175.236,230,silverpeak,OPEN,Reachable
231-idf-asw-1s,10.43.2.4,231,cisco_ios,OPEN,Reachable
231-tr-core-1,10.43.2.2,231,cisco_ios,OPEN,Reachable
231-tr-fw-1,10.43.2.12,231,paloalto_panos,OPEN,Reachable
231-tr-fw-2,10.43.2.13,231,paloalto_panos,OPEN,Reachable
231-tr-sp-1,10.0.183.235,231,silverpeak,OPEN,Reachable
231-tr-sp-2,10.0.183.236,231,silverpeak,OPEN,Reachable
233-idf-asw-1s,10.83.2.3,233,cisco_ios,OPEN,Reachable
233-tr-core-1,10.83.2.1,233,cisco_ios,OPEN,Reachable
233-tr-fw-1,10.83.2.12,233,paloalto_panos,OPEN,Reachable
233-tr-fw-2,10.83.2.13,233,paloalto_panos,OPEN,Reachable
233-tr-sp-1,10.0.191.235,233,silverpeak,OPEN,Reachable
233-tr-sp-2,10.0.191.236,233,silverpeak,OPEN,Reachable
236-idf-asw-1s,10.0.192.2,236,cisco_ios,OPEN,Reachable
236-tr-core-1,10.85.2.1,236,cisco_ios,OPEN,Reachable
236-tr-fw-1,10.85.2.12,236,paloalto_panos,OPEN,Reachable
236-tr-fw-2,10.85.2.13,236,paloalto_panos,OPEN,Reachable
236-tr-sp-1,10.0.199.235,236,silverpeak,OPEN,Reachable
236-tr-sp-2,10.0.199.236,236,silverpeak,OPEN,Reachable
239-idf-asw-1s,10.42.2.3,239,cisco_ios,OPEN,Reachable
239-tr-core-1,10.42.2.1,239,cisco_ios,OPEN,Reachable
239-tr-fw-1,10.42.2.12,239,paloalto_panos,OPEN,Reachable
